BASKET_ITEM;YEAR;PRICE_INDEX
CC13-0431;2017;96,5
CC13-0431;2018;97,5
CC13-0431;2019;100,5
CC13-0431;2020;100,0
CC13-0431;2021;103,2
CC13-0431;2022;112,6
CC13-0431;2023;118,5
CC13-04310;2016;95,8
CC13-04310;2017;96,5
CC13-04310;2018;97,5
CC13-04310;2019;100,5
CC13-04310;2020;100,0
CC13-04310;2021;103,2
CC13-04310;2022;112,6
CC13-04310;2023;118,5
CC13-0432;2016;87,6
CC13-0432;2017;90,3
CC13-0432;2018;93,7
CC13-0432;2019;97,5
CC13-0432;2020;100,0
CC13-0432;2021;106,0
CC13-0432;2022;120,3
CC13-0432;2023;136,8
CC13-04321;2016;85,8
CC13-04321;2017;88,8
CC13-04321;2018;92,8
CC13-04321;2019;97,2
CC13-04321;2020;100,0
CC13-04321;2021;106,9
CC13-04321;2022;123,5
CC13-04321;2023;143,8
CC13-04322;2016;84,9
CC13-04322;2017;87,9
CC13-04322;2018;92,1
CC13-04322;2019;96,9
CC13-04322;2020;100,0
CC13-04322;2021;107,0
CC13-04322;2022;122,8
CC13-04322;2023;139,2
CC13-04323;2016;88,0
CC13-04323;2017;90,6
CC13-04323;2018;93,9
CC13-04323;2019;97,6
CC13-04323;2020;100,0
CC13-04323;2021;106,3
CC13-04323;2022;121,9
CC13-04323;2023;141,3
CC13-04324;2016;88,3
CC13-04324;2017;91,2
CC13-04324;2018;94,5
CC13-04324;2019;98,1
CC13-04324;2020;100,0
CC13-04324;2021;104,9
CC13-04324;2022;116,3
CC13-04324;2023;129,2
CC13-04325;2016;89,9
CC13-04325;2017;91,9
CC13-04325;2018;95,1
CC13-04325;2019;98,6
CC13-04325;2020;100,0
CC13-04325;2021;106,5
CC13-04325;2022;124,4
CC13-04325;2023;141,7
CC13-04329;2016;88,9
CC13-04329;2017;91,1
CC13-04329;2018;93,9
CC13-04329;2019;97,6
CC13-04329;2020;100,0
CC13-04329;2021;104,0
CC13-04329;2022;112,6
CC13-04329;2023;124,1
CC13-044;2016;95,3
CC13-044;2017;96,4
CC13-044;2018;97,3
CC13-044;2019;98,8
CC13-044;2020;100,0
CC13-044;2021;102,4
CC13-044;2022;104,8
CC13-044;2023;109,0
CC13-0441;2016;95,6
CC13-0441;2017;96,7
CC13-0441;2018;97,9
CC13-0441;2019;100,0
CC13-0441;2020;100,0
CC13-0441;2021;102,9
CC13-0441;2022;105,2
CC13-0441;2023;110,9
CC13-04410;2016;95,6
CC13-04410;2017;96,7
CC13-04410;2018;97,9
CC13-04410;2019;100,0
CC13-04410;2020;100,0
CC13-04410;2021;102,9
CC13-04410;2022;105,2
CC13-04410;2023;110,9
CC13-0442;2016;96,1
CC13-0442;2017;96,2
CC13-0442;2018;96,4
CC13-0442;2019;97,3
CC13-0442;2020;100,0
CC13-0442;2021;103,5
CC13-0442;2022;106,1
CC13-0442;2023;108,0
CC13-04420;2016;96,1
CC13-04420;2017;96,2
CC13-04420;2018;96,4
CC13-04420;2019;97,3
CC13-04420;2020;100,0
CC13-04420;2021;103,5
CC13-04420;2022;106,1
CC13-04420;2023;108,0
CC13-0443;2016;98,8
CC13-0443;2017;98,9
CC13-0443;2018;98,8
CC13-0443;2019;99,7
CC13-0443;2020;100,0
CC13-0443;2021;101,3
CC13-0443;2022;103,3
CC13-0443;2023;106,6
CC13-04430;2016;98,8
CC13-04430;2017;98,9
CC13-04430;2018;98,8
CC13-04430;2019;99,7
CC13-04430;2020;100,0
CC13-04430;2021;101,3
CC13-04430;2022;103,3
CC13-04430;2023;106,6
CC13-0444;2016;93,8
CC13-0444;2017;95,4
CC13-0444;2018;96,9
CC13-0444;2019;98,5
CC13-0444;2020;100,0
CC13-0444;2021;102,4
CC13-0444;2022;104,8
CC13-0444;2023;109,5
CC13-04441;2016;93,7
CC13-04441;2017;95,5
CC13-04441;2018;97,1
CC13-04441;2019;98,6
CC13-04441;2020;100,0
CC13-04441;2021;102,3
CC13-04441;2022;104,6
CC13-04441;2023;109,4
CC13-04449;2016;94,0
CC13-04449;2017;94,6
CC13-04449;2018;95,4
CC13-04449;2019;97,9
CC13-04449;2020;100,0
CC13-04449;2021;103,3
CC13-04449;2022;105,4
CC13-04449;2023;110,7
CC13-045;2016;93,9
CC13-045;2017;94,7
CC13-045;2018;97,5
CC13-045;2019;100,3
CC13-045;2020;100,0
CC13-045;2021;102,6
CC13-045;2022;136,1
CC13-045;2023;155,1
CC13-0451;2016;91,2
CC13-0451;2017;92,6
CC13-0451;2018;93,8
CC13-0451;2019;97,0
CC13-0451;2020;100,0
CC13-0451;2021;101,3
CC13-0451;2022;120,8
CC13-0451;2023;136,1
CC13-04510;2016;91,2
CC13-04510;2017;92,6
CC13-04510;2018;93,8
CC13-04510;2019;97,0
CC13-04510;2020;100,0
CC13-04510;2021;101,3
CC13-04510;2022;120,8
CC13-04510;2023;136,1
CC13-0452;2016;100,9
CC13-0452;2017;97,9
CC13-0452;2018;96,6
CC13-0452;2019;98,8
CC13-0452;2020;100,0
CC13-0452;2021;103,8
CC13-0452;2022;153,8
CC13-0452;2023;193,5
CC13-04521;2016;101,0
CC13-04521;2017;97,5
CC13-04521;2018;96,0
CC13-04521;2019;98,5
CC13-04521;2020;100,0
CC13-04521;2021;102,7
CC13-04521;2022;152,1
CC13-04521;2023;194,4
CC13-04522;2016;92,3
CC13-04522;2017;113,0
CC13-04522;2018;121,8
CC13-04522;2019;110,5
CC13-04522;2020;100,0
CC13-04522;2021;143,2
CC13-04522;2022;217,8
CC13-04522;2023;158,4
CC13-0453;2016;91,9
CC13-0453;2017;102,0
CC13-0453;2018;120,2
CC13-0453;2019;123,2
CC13-0453;2020;100,0
CC13-0453;2021;108,5
CC13-0453;2022;187,7
CC13-0453;2023;176,4
CC13-04530;2016;91,9
CC13-04530;2017;102,0
CC13-04530;2018;120,2
CC13-04530;2019;123,2
CC13-04530;2020;100,0
CC13-04530;2021;108,5
CC13-04530;2022;187,7
CC13-04530;2023;176,4
CC13-0454;2016;98,2
CC13-0454;2017;101,6
CC13-0454;2018;102,4
CC13-0454;2019;104,0
CC13-0454;2020;100,0
CC13-0454;2021;100,9
CC13-0454;2022;158,0
CC13-0454;2023;169,7
CC13-04541;2016;100,2
CC13-04541;2017;100,5
CC13-04541;2018;100,4
CC13-04541;2019;100,3
CC13-04541;2020;100,0
CC13-04541;2021;101,2
CC13-04541;2022;131,1
CC13-04541;2023;197,8
CC13-04549;2016;97,4
CC13-04549;2017;101,2
CC13-04549;2018;102,2
CC13-04549;2019;104,0
CC13-04549;2020;100,0
CC13-04549;2021;100,9
CC13-04549;2022;158,5
CC13-04549;2023;169,2
CC13-0455;2016;99,1
CC13-0455;2017;96,0
CC13-0455;2018;97,7
CC13-0455;2019;102,1
CC13-0455;2020;100,0
CC13-0455;2021;101,0
CC13-0455;2022;125,8
CC13-0455;2023;138,5
CC13-04550;2016;99,1
CC13-04550;2017;96,0
CC13-04550;2018;97,7
CC13-04550;2019;102,1
CC13-04550;2020;100,0
CC13-04550;2021;101,0
CC13-04550;2022;125,8
CC13-04550;2023;138,5
CC13-05;2016;97,9
CC13-05;2017;98,4
CC13-05;2018;99,1
CC13-05;2019;99,9
CC13-05;2020;100,0
CC13-05;2021;102,7
CC13-05;2022;110,5
CC13-05;2023;117,6
CC13-051;2016;97,0
CC13-051;2017;97,6
CC13-051;2018;98,7
CC13-051;2019;99,7
CC13-051;2020;100,0
CC13-051;2021;103,6
CC13-051;2022;112,7
CC13-051;2023;120,4
CC13-0511;2016;97,1
CC13-0511;2017;97,7
CC13-0511;2018;98,7
CC13-0511;2019;99,7
CC13-0511;2020;100,0
CC13-0511;2021;103,7
CC13-0511;2022;113,0
CC13-0511;2023;120,8
CC13-05111;2016;96,9
CC13-05111;2017;97,6
CC13-05111;2018;98,6
CC13-05111;2019;99,7
CC13-05111;2020;100,0
CC13-05111;2021;103,7
CC13-05111;2022;112,6
CC13-05111;2023;120,6
CC13-05112;2016;98,5
CC13-05112;2017;97,5
CC13-05112;2018;97,7
CC13-05112;2019;99,1
CC13-05112;2020;100,0
CC13-05112;2021;106,1
CC13-05112;2022;118,7
CC13-05112;2023;129,3
CC13-05113;2016;100,0
CC13-05113;2017;100,4
CC13-05113;2018;100,5
CC13-05113;2019;100,6
CC13-05113;2020;100,0
CC13-05113;2021;103,6
CC13-05113;2022;109,4
CC13-05113;2023;112,5
CC13-05119;2016;96,0
CC13-05119;2017;97,1
CC13-05119;2018;98,5
CC13-05119;2019;99,6
CC13-05119;2020;100,0
CC13-05119;2021;103,1
CC13-05119;2022;115,6
CC13-05119;2023;123,5
CC13-0512;2016;97,1
CC13-0512;2017;97,6
CC13-0512;2018;99,0
CC13-0512;2019;99,8
CC13-0512;2020;100,0
CC13-0512;2021;102,0
CC13-0512;2022;110,0
CC13-0512;2023;116,9
CC13-05121;2016;98,3
CC13-05121;2017;98,4
CC13-05121;2018;100,8
CC13-05121;2019;101,2
CC13-05121;2020;100,0
CC13-05121;2021;101,4
CC13-05121;2022;109,1
CC13-05121;2023;115,8
CC13-05122;2016;98,2
CC13-05122;2017;98,7
CC13-05122;2018;97,9
CC13-05122;2019;98,4
CC13-05122;2020;100,0
CC13-05122;2021;102,7
CC13-05122;2022;110,4
CC13-05122;2023;115,4
CC13-05123;2016;88,2
CC13-05123;2017;90,2
CC13-05123;2018;92,4
CC13-05123;2019;96,4
CC13-05123;2020;100,0
CC13-05123;2021;103,4
CC13-05123;2022;112,7
CC13-05123;2023;122,9
CC13-0513;2016;93,6
CC13-0513;2017;94,9
CC13-0513;2018;96,8
CC13-0513;2019;97,8
CC13-0513;2020;100,0
CC13-0513;2021;102,9
CC13-0513;2022;107,9
CC13-0513;2023;112,7
CC13-05130;2016;93,6
CC13-05130;2017;94,9
CC13-05130;2018;96,8
CC13-05130;2019;97,8
CC13-05130;2020;100,0
CC13-05130;2021;102,9
CC13-05130;2022;107,9
CC13-05130;2023;112,7
CC13-052;2016;97,5
CC13-052;2017;98,1
CC13-052;2018;98,8
CC13-052;2019;100,4
CC13-052;2020;100,0
CC13-052;2021;102,0
CC13-052;2022;109,7
CC13-052;2023;115,3
CC13-0520;2016;97,5
CC13-0520;2017;98,1
CC13-0520;2018;98,8
CC13-0520;2019;100,4
CC13-0520;2020;100,0
CC13-0520;2021;102,0
CC13-0520;2022;109,7
CC13-0520;2023;115,3
CC13-05201;2016;100,2
CC13-05201;2017;99,6
CC13-05201;2018;99,3
CC13-05201;2019;100,7
CC13-05201;2020;100,0
CC13-05201;2021;101,5
CC13-05201;2022;109,4
CC13-05201;2023;112,8
CC13-05202;2016;95,6
CC13-05202;2017;96,4
CC13-05202;2018;97,3
CC13-05202;2019;99,3
CC13-05202;2020;100,0
CC13-05202;2021;102,6
CC13-05202;2022;109,1
CC13-05202;2023;115,9
CC13-05203;2016;96,4
CC13-05203;2017;97,4
CC13-05203;2018;99,4
CC13-05203;2019;100,9
CC13-05203;2020;100,0
CC13-05203;2021;100,5
CC13-05203;2022;107,4
CC13-05203;2023;114,8
CC13-05209;2016;98,2
CC13-05209;2017;100,2
CC13-05209;2018;101,0
CC13-05209;2019;102,1
CC13-05209;2020;100,0
CC13-05209;2021;102,5
CC13-05209;2022;113,3
CC13-05209;2023;117,8
CC13-053;2016;102,6
CC13-053;2017;101,6
CC13-053;2018;100,8
CC13-053;2019;100,4
CC13-053;2020;100,0
CC13-053;2021;102,1
CC13-053;2022;106,1
CC13-053;2023;111,7
CC13-0531;2016;103,0
CC13-0531;2017;101,4
CC13-0531;2018;100,6
CC13-0531;2019;100,7
CC13-0531;2020;100,0
CC13-0531;2021;101,7
CC13-0531;2022;105,7
CC13-0531;2023;110,6
CC13-05311;2016;103,2
CC13-05311;2017;99,9
CC13-05311;2018;99,0
CC13-05311;2019;101,2
CC13-05311;2020;100,0
CC13-05311;2021;102,1
CC13-05311;2022;107,0
CC13-05311;2023;110,5
CC13-05312;2016;105,2
CC13-05312;2017;102,6
CC13-05312;2018;101,3
CC13-05312;2019;100,8
CC13-05312;2020;100,0
CC13-05312;2021;100,1
CC13-05312;2022;103,7
CC13-05312;2023;108,6
CC13-05313;2016;100,0
CC13-05313;2017;99,5
CC13-05313;2018;98,9
CC13-05313;2019;100,2
CC13-05313;2020;100,0
CC13-05313;2021;101,0
CC13-05313;2022;104,5
CC13-05313;2023;110,7
CC13-05314;2016;101,0
CC13-05314;2017;100,7
CC13-05314;2018;100,7
CC13-05314;2019;99,1
CC13-05314;2020;100,0
CC13-05314;2021;105,6
CC13-05314;2022;111,3
CC13-05314;2023;117,7
CC13-05315;2016;101,5
CC13-05315;2017;104,5
CC13-05315;2018;104,4
CC13-05315;2019;102,6
CC13-05315;2020;100,0
CC13-05315;2021;101,5
CC13-05315;2022;103,7
CC13-05315;2023;108,0
CC13-05319;2016;102,8
CC13-05319;2017;103,8
CC13-05319;2018;102,2
CC13-05319;2019;99,8
CC13-05319;2020;100,0
CC13-05319;2021;100,2
CC13-05319;2022;100,6
CC13-05319;2023;107,5
CC13-0532;2016;103,8
CC13-0532;2017;103,3
CC13-0532;2018;102,1
CC13-0532;2019;100,1
CC13-0532;2020;100,0
CC13-0532;2021;102,8
CC13-0532;2022;107,0
CC13-0532;2023;113,7
CC13-05321;2016;103,3
CC13-05321;2017;102,4
CC13-05321;2018;100,8
CC13-05321;2019;99,0
CC13-05321;2020;100,0
CC13-05321;2021;104,2
CC13-05321;2022;105,1
CC13-05321;2023;111,7
CC13-05322;2016;105,7
CC13-05322;2017;104,2
CC13-05322;2018;103,3
CC13-05322;2019;100,8
CC13-05322;2020;100,0
CC13-05322;2021;103,1
CC13-05322;2022;108,1
CC13-05322;2023;112,6
CC13-05323;2016;98,7
CC13-05323;2017;98,7
CC13-05323;2018;98,5
CC13-05323;2019;98,3
CC13-05323;2020;100,0
CC13-05323;2021;100,4
CC13-05323;2022;105,1
CC13-05323;2023;117,4
CC13-05324;2016;102,0
CC13-05324;2017;103,3
CC13-05324;2018;102,3
CC13-05324;2019;100,1
CC13-05324;2020;100,0
CC13-05324;2021;99,1
CC13-05324;2022;106,5
CC13-05324;2023;112,6
CC13-05329;2016;104,3
CC13-05329;2017;105,0
CC13-05329;2018;103,3
CC13-05329;2019;101,1
CC13-05329;2020;100,0
CC13-05329;2021;101,1
CC13-05329;2022;108,8
CC13-05329;2023;119,6
CC13-0533;2016;90,0
CC13-0533;2017;91,9
CC13-0533;2018;95,0
CC13-0533;2019;98,5
CC13-0533;2020;100,0
CC13-0533;2021;102,7
CC13-0533;2022;107,8
CC13-0533;2023;114,6
CC13-05330;2016;90,0
CC13-05330;2017;91,9
CC13-05330;2018;95,0
CC13-05330;2019;98,5
CC13-05330;2020;100,0
CC13-05330;2021;102,7
CC13-05330;2022;107,8
CC13-05330;2023;114,6
CC13-054;2016;97,8
CC13-054;2017;99,1
CC13-054;2018;99,9
CC13-054;2019;100,2
CC13-054;2020;100,0
CC13-054;2021;102,2
CC13-054;2022;108,4
CC13-054;2023;112,5
CC13-0540;2016;97,8
CC13-0540;2017;99,1
CC13-0540;2018;99,9
CC13-0540;2019;100,2
CC13-0540;2020;100,0
CC13-0540;2021;102,2
CC13-0540;2022;108,4
CC13-0540;2023;112,5
CC13-05401;2016;97,5
CC13-05401;2017;98,5
CC13-05401;2018;99,7
CC13-05401;2019;100,5
CC13-05401;2020;100,0
CC13-05401;2021;103,6
CC13-05401;2022;110,5
CC13-05401;2023;115,8
CC13-05402;2016;97,6
CC13-05402;2017;98,5
CC13-05402;2018;99,2
CC13-05402;2019;99,9
CC13-05402;2020;100,0
CC13-05402;2021;102,6
CC13-05402;2022;106,1
CC13-05402;2023;109,7
CC13-05403;2016;98,1
CC13-05403;2017;99,6
CC13-05403;2018;100,3
CC13-05403;2019;100,2
CC13-05403;2020;100,0
CC13-05403;2021;101,7
CC13-05403;2022;108,0
CC13-05403;2023;111,9
CC13-055;2016;100,0
CC13-055;2017;100,4
CC13-055;2018;100,9
CC13-055;2019;100,8
CC13-055;2020;100,0
CC13-055;2021;101,6
CC13-055;2022;105,9
CC13-055;2023;110,3
CC13-0551;2016;103,4
CC13-0551;2017;103,5
CC13-0551;2018;103,5
CC13-0551;2019;102,2
CC13-0551;2020;100,0
CC13-0551;2021;100,9
CC13-0551;2022;103,2
CC13-0551;2023;107,5
CC13-05511;2016;105,7
CC13-05511;2017;105,2
CC13-05511;2018;104,7
CC13-05511;2019;102,5
CC13-05511;2020;100,0
CC13-05511;2021;101,0
CC13-05511;2022;103,2
CC13-05511;2023;107,6
CC13-05512;2016;93,2
CC13-05512;2017;95,9
CC13-05512;2018;97,7
CC13-05512;2019;100,0
CC13-05512;2020;100,0
CC13-05512;2021;99,8
CC13-05512;2022;102,6
CC13-05512;2023;106,6
CC13-0552;2016;98,5
CC13-0552;2017;99,1
CC13-0552;2018;99,7
CC13-0552;2019;100,2
CC13-0552;2020;100,0
CC13-0552;2021;101,9
CC13-0552;2022;107,2
CC13-0552;2023;111,6
CC13-05521;2016;98,0
CC13-05521;2017;99,0
CC13-05521;2018;100,0
CC13-05521;2019;100,7
CC13-05521;2020;100,0
CC13-05521;2021;102,4
CC13-05521;2022;108,7
CC13-05521;2023;114,7
CC13-05522;2016;99,1
CC13-05522;2017;99,2
CC13-05522;2018;99,5
CC13-05522;2019;99,8
CC13-05522;2020;100,0
CC13-05522;2021;101,6
CC13-05522;2022;106,4
CC13-05522;2023;110,1
CC13-056;2016;94,0
CC13-056;2017;95,0
CC13-056;2018;96,5
CC13-056;2019;98,4
CC13-056;2020;100,0
CC13-056;2021;102,5
CC13-056;2022;113,7
CC13-056;2023;125,2
CC13-0561;2016;98,7
CC13-0561;2017;98,5
CC13-0561;2018;98,6
CC13-0561;2019;99,7
CC13-0561;2020;100,0
CC13-0561;2021;101,6
CC13-0561;2022;113,3
CC13-0561;2023;124,5
CC13-05611;2016;100,5
CC13-05611;2017;99,5
CC13-05611;2018;99,2
CC13-05611;2019;99,4
CC13-05611;2020;100,0
CC13-05611;2021;100,7
CC13-05611;2022;113,3
CC13-05611;2023;125,9
CC13-05612;2016;97,5
CC13-05612;2017;97,7
CC13-05612;2018;98,0
CC13-05612;2019;100,0
CC13-05612;2020;100,0
CC13-05612;2021;102,2
CC13-05612;2022;113,3
CC13-05612;2023;123,4
CC13-0562;2016;88,7
CC13-0562;2017;91,1
CC13-0562;2018;94,2
CC13-0562;2019;96,8
CC13-0562;2020;100,0
CC13-0562;2021;103,7
CC13-0562;2022;114,2
CC13-0562;2023;126,0
CC13-05621;2016;87,6
CC13-05621;2017;89,0
CC13-05621;2018;92,6
CC13-05621;2019;95,3
CC13-05621;2020;100,0
CC13-05621;2021;101,6
CC13-05621;2022;117,0
CC13-05621;2023;136,0
CC13-05622;2016;94,7
CC13-05622;2017;96,1
CC13-05622;2018;97,2
CC13-05622;2019;99,0
CC13-05622;2020;100,0
CC13-05622;2021;101,9
CC13-05622;2022;107,0
CC13-05622;2023;114,5
CC13-05629;2016;87,5
CC13-05629;2017;95,7
CC13-05629;2018;96,3
CC13-05629;2019;98,2
CC13-05629;2020;100,0
CC13-05629;2021;105,8
CC13-05629;2022;112,9
CC13-05629;2023;119,0
CC13-06;2016;95,5
CC13-06;2017;96,8
CC13-06;2018;97,7
CC13-06;2019;98,7
CC13-06;2020;100,0
CC13-06;2021;100,5
CC13-06;2022;101,8
CC13-06;2023;104,9
CC13-061;2016;95,4
CC13-061;2017;96,9
CC13-061;2018;97,8
CC13-061;2019;98,5
CC13-061;2020;100,0
CC13-061;2021;101,3
CC13-061;2022;103,1
CC13-061;2023;107,5
CC13-0611;2016;95,5
CC13-0611;2017;96,9
CC13-0611;2018;98,1
CC13-0611;2019;99,5
CC13-0611;2020;100,0
CC13-0611;2021;101,6
CC13-0611;2022;103,6
CC13-0611;2023;107,5
CC13-06110;2016;95,5
CC13-06110;2017;96,9
CC13-06110;2018;98,1
CC13-06110;2019;99,5
CC13-06110;2020;100,0
CC13-06110;2021;101,6
CC13-06110;2022;103,6
CC13-06110;2023;107,5
CC13-0612;2016;95,9
CC13-0612;2017;96,1
CC13-0612;2018;95,4
CC13-0612;2019;95,3
CC13-0612;2020;100,0
CC13-0612;2021;101,1
CC13-0612;2022;101,9
CC13-0612;2023;106,8
CC13-06121;2016;97,3
CC13-06121;2017;98,2
CC13-06121;2018;96,8
CC13-06121;2019;97,8
CC13-06121;2020;100,0
CC13-06121;2021;102,0
CC13-06121;2022;104,0
CC13-06121;2023;111,2
CC13-06129;2016;96,4
CC13-06129;2017;96,3
CC13-06129;2018;95,9
CC13-06129;2019;95,4
CC13-06129;2020;100,0
CC13-06129;2021;101,1
CC13-06129;2022;101,8
CC13-06129;2023;106,4
CC13-0613;2016;97,3
CC13-0613;2017;99,3
CC13-0613;2018;99,9
CC13-0613;2019;100,0
CC13-0613;2020;100,0
CC13-0613;2021;101,1
CC13-0613;2022;103,4
CC13-0613;2023;108,2
CC13-06131;2016;97,3
CC13-06131;2017;99,2
CC13-06131;2018;99,6
CC13-06131;2019;99,9
CC13-06131;2020;100,0
CC13-06131;2021;101,0
CC13-06131;2022;102,9
CC13-06131;2023;107,6
CC13-06132;2016;93,9
CC13-06132;2017;97,8
CC13-06132;2018;99,1
CC13-06132;2019;100,4
CC13-06132;2020;100,0
CC13-06132;2021;101,8
CC13-06132;2022;102,8
CC13-06132;2023;104,5
CC13-06133;2016;93,9
CC13-06133;2017;96,2
CC13-06133;2018;97,0
CC13-06133;2019;99,5
CC13-06133;2020;100,0
CC13-06133;2021;99,1
CC13-06133;2022;101,5
CC13-06133;2023;108,1
CC13-06139;2016;103,2
CC13-06139;2017;103,1
CC13-06139;2018;103,7
CC13-06139;2019;100,7
CC13-06139;2020;100,0
CC13-06139;2021;102,9
CC13-06139;2022;107,6
CC13-06139;2023;113,1
CC13-062;2016;98,4
CC13-062;2017;98,9
CC13-062;2018;99,2
CC13-062;2019;100,0
CC13-062;2020;100,0
CC13-062;2021;98,9
CC13-062;2022;99,5
CC13-062;2023;101,0
CC13-0621;2016;100,0
CC13-0621;2017;100,0
CC13-0621;2018;100,0
CC13-0621;2019;100,0
CC13-0621;2020;100,0
CC13-0621;2021;100,0
CC13-0621;2022;100,0
CC13-0621;2023;100,0
CC13-06211;2016;100,0
CC13-06211;2017;100,0
CC13-06211;2018;100,0
CC13-06211;2019;100,0
CC13-06211;2020;100,0
CC13-06211;2021;100,0
CC13-06211;2022;100,0
CC13-06211;2023;100,0
CC13-06212;2016;100,0
CC13-06212;2017;100,0
CC13-06212;2018;100,0
CC13-06212;2019;100,0
CC13-06212;2020;100,0
CC13-06212;2021;100,0
CC13-06212;2022;100,0
CC13-06212;2023;100,0
CC13-0622;2016;98,6
CC13-0622;2017;99,7
CC13-0622;2018;100,1
CC13-0622;2019;100,9
CC13-0622;2020;100,0
CC13-0622;2021;95,8
CC13-0622;2022;96,7
CC13-0622;2023;99,7
CC13-06220;2016;98,6
CC13-06220;2017;99,7
CC13-06220;2018;100,1
CC13-06220;2019;100,9
CC13-06220;2020;100,0
CC13-06220;2021;95,8
CC13-06220;2022;96,7
CC13-06220;2023;99,7
CC13-0623;2016;92,1
CC13-0623;2017;92,9
CC13-0623;2018;94,3
CC13-0623;2019;97,8
CC13-0623;2020;100,0
CC13-0623;2021;101,4
CC13-0623;2022;103,9
CC13-0623;2023;107,3
CC13-06231;2016;100,0
CC13-06231;2017;100,0
CC13-06231;2018;100,0
CC13-06231;2019;100,0
CC13-06231;2020;100,0
CC13-06231;2021;100,0
CC13-06231;2022;100,0
CC13-06231;2023;100,0
CC13-06232;2016;85,5
CC13-06232;2017;86,8
CC13-06232;2018;89,2
CC13-06232;2019;95,8
CC13-06232;2020;100,0
CC13-06232;2021;102,7
CC13-06232;2022;108,0
CC13-06232;2023;114,7
CC13-06239;2016;98,3
CC13-06239;2017;98,6
CC13-06239;2018;98,9
CC13-06239;2019;99,5
CC13-06239;2020;100,0
CC13-06239;2021;100,4
CC13-06239;2022;100,9
CC13-06239;2023;101,9
CC13-063;2016;88,3
CC13-063;2017;91,3
CC13-063;2018;93,9
CC13-063;2019;96,1
CC13-063;2020;100,0
CC13-063;2021;102,4
CC13-063;2022;103,9
CC13-063;2023;107,2
CC13-0630;2016;88,3
CC13-0630;2017;91,3
CC13-0630;2018;93,9
CC13-0630;2019;96,1
CC13-0630;2020;100,0
CC13-0630;2021;102,4
CC13-0630;2022;103,9
CC13-0630;2023;107,2
CC13-06300;2016;88,3
CC13-06300;2017;91,3
CC13-06300;2018;93,9
CC13-06300;2019;96,1
CC13-06300;2020;100,0
CC13-06300;2021;102,4
CC13-06300;2022;103,9
CC13-06300;2023;107,2
CC13-07;2016;95,2
CC13-07;2017;98,0
CC13-07;2018;101,1
CC13-07;2019;102,4
CC13-07;2020;100,0
CC13-07;2021;107,7
CC13-07;2022;120,0
CC13-07;2023;123,6
CC13-071;2016;94,1
CC13-071;2017;95,6
CC13-071;2018;97,2
CC13-071;2019;99,2
CC13-071;2020;100,0
CC13-071;2021;104,4
CC13-071;2022;113,9
CC13-071;2023;121,1
CC13-0711;2016;94,1
CC13-0711;2017;95,5
CC13-0711;2018;97,2
CC13-0711;2019;99,3
CC13-0711;2020;100,0
CC13-0711;2021;104,3
CC13-0711;2022;114,5
CC13-0711;2023;122,7
CC13-07111;2016;93,3
CC13-07111;2017;94,7
CC13-07111;2018;96,6
CC13-07111;2019;99,0
CC13-07111;2020;100,0
CC13-07111;2021;104,6
CC13-07111;2022;110,3
CC13-07111;2023;117,2
CC13-07112;2016;96,8
CC13-07112;2017;98,1
CC13-07112;2018;99,1
CC13-07112;2019;100,1
CC13-07112;2020;100,0
CC13-07112;2021;103,4
CC13-07112;2022;125,3
CC13-07112;2023;137,1
CC13-0712;2016;94,2
CC13-0712;2017;96,3
CC13-0712;2018;97,2
CC13-0712;2019;98,5
CC13-0712;2020;100,0
CC13-0712;2021;104,8
CC13-0712;2022;110,5
CC13-0712;2023;113,3
CC13-07120;2016;94,2
CC13-07120;2017;96,3
CC13-07120;2018;97,2
CC13-07120;2019;98,5
CC13-07120;2020;100,0
CC13-07120;2021;104,8
CC13-07120;2022;110,5
CC13-07120;2023;113,3
CC13-0713;2016;97,4
CC13-0713;2017;98,9
CC13-0713;2018;98,9
CC13-0713;2019;99,7
CC13-0713;2020;100,0
CC13-0713;2021;106,3
CC13-0713;2022;113,5
CC13-0713;2023;113,7
CC13-07130;2016;97,4
CC13-07130;2017;98,9
CC13-07130;2018;98,9
CC13-07130;2019;99,7
CC13-07130;2020;100,0
CC13-07130;2021;106,3
CC13-07130;2022;113,5
CC13-07130;2023;113,7
CC13-072;2016;94,7
CC13-072;2017;98,4
CC13-072;2018;103,1
CC13-072;2019;103,7
CC13-072;2020;100,0
CC13-072;2021;112,0
CC13-072;2022;129,4
CC13-072;2023;129,7
CC13-0721;2016;99,2
CC13-0721;2017;99,8
CC13-0721;2018;99,3
CC13-0721;2019;100,1
CC13-0721;2020;100,0
CC13-0721;2021;102,8
CC13-0721;2022;110,1
CC13-0721;2023;119,4
CC13-07211;2016;97,3
CC13-07211;2017;98,0
CC13-07211;2018;98,6
CC13-07211;2019;99,4
CC13-07211;2020;100,0
CC13-07211;2021;103,6
CC13-07211;2022;113,5
CC13-07211;2023;125,1
CC13-07212;2016;101,8
CC13-07212;2017;102,3
CC13-07212;2018;100,5
CC13-07212;2019;101,7
CC13-07212;2020;100,0
CC13-07212;2021;102,1
CC13-07212;2022;107,3
CC13-07212;2023;114,5
CC13-07213;2016;99,5
CC13-07213;2017;100,4
CC13-07213;2018;100,3
CC13-07213;2019;100,0
CC13-07213;2020;100,0
CC13-07213;2021;102,1
CC13-07213;2022;107,4
CC13-07213;2023;114,9
